author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@sanderborgman,Laatste maanden levert hij geen strijd meer,2025-02-08 21:55:00+00:00,0,https://nitter.net/fcgroningen/status/1888338997749092656,https://nitter.net/ErikDijkinga/status/1888339790405185728#m,@ErikDijkinga,Bacuna ongelofelijk wat was die slecht.,M062_fcgroningen,@fcgroningen
@Herman_Bakker,"Zoals gewoonlijk, maar Lukkien ziet het anders",2025-02-09 09:53:00+00:00,0,https://nitter.net/fcgroningen/status/1888338997749092656,https://nitter.net/ErikDijkinga/status/1888339790405185728#m,@ErikDijkinga,Bacuna ongelofelijk wat was die slecht.,M062_fcgroningen,@fcgroningen
@HarryLocoMusic,Die gast kom niet eens meer bij de bal......door de aanraking van Blokzijl zou je eventueel....geel kunnen geven #VARFail Doelpunt #NEC was hinderlijk buitenspel.....toch ?,2025-02-08 21:16:00+00:00,0,https://nitter.net/fcgroningen/status/1888332682712768615,https://nitter.net/Piethoane97/status/1888333098208674142#m,@Piethoane97,"Gestreden als leeuwen na een onterechte rode kaart. Helemaal verdiend, trainer z’n statement met deze basis heeft erg goed uitgepakt!",M062_fcgroningen,@fcgroningen
@JessDoe77,Jaaa gaat hartstikke mooi. Op deze manier kan het 6-0 worden 👌💚🤍,2025-02-08 19:37:00+00:00,1,https://nitter.net/fcgroningen/status/1888310021106102432,https://nitter.net/zijmetdiehonden/status/1888310199905042872#m,@zijmetdiehonden,@JessDoe77 🙌🏻,M062_fcgroningen,@fcgroningen
@zijmetdiehonden,Jaaaaa!,2025-02-08 19:48:00+00:00,1,https://nitter.net/fcgroningen/status/1888310021106102432,https://nitter.net/zijmetdiehonden/status/1888310199905042872#m,@zijmetdiehonden,@JessDoe77 🙌🏻,M062_fcgroningen,@fcgroningen
@Flokkert,"De ene is spits, de ander vleugelspeler. Speelde bij de o21.",2025-02-08 18:08:00+00:00,0,https://nitter.net/fcgroningen/status/1888284931647746270,https://nitter.net/Casperzoethout/status/1888288506213966249#m,@Casperzoethout,Wat brengt emeran wat mortensen niet brengt? Of is hij geblesseerd?,M062_fcgroningen,@fcgroningen
@Leon61119580491,Staat basis vanavond,2025-02-08 17:42:00+00:00,0,https://nitter.net/fcgroningen/status/1888266339535507943,https://nitter.net/xo253123/status/1888278233298178076#m,@xo253123,Kwakman basis?,M062_fcgroningen,@fcgroningen
@zijmetdiehonden,"Hahahaha!
Wat moet dat moet.
Alles voor de club 🙌🏻",2025-02-08 12:53:00+00:00,1,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/JessDoe77/status/1888195841753538990#m,@JessDoe77,"@zijmetdiehonden . Ik zie dat de plannen zijn omgegooid. Dan maar opzoek naar m’n kicksen van 1985, tis naait aans.",M062_fcgroningen,@fcgroningen
@JessDoe77,Blijft toch je club hè,2025-02-08 13:07:00+00:00,1,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/JessDoe77/status/1888195841753538990#m,@JessDoe77,"@zijmetdiehonden . Ik zie dat de plannen zijn omgegooid. Dan maar opzoek naar m’n kicksen van 1985, tis naait aans.",M062_fcgroningen,@fcgroningen
@ErikDijkinga,3 punten niks anders,2025-02-08 12:23:00+00:00,0,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/JessDoe77/status/1888195841753538990#m,@JessDoe77,"@zijmetdiehonden . Ik zie dat de plannen zijn omgegooid. Dan maar opzoek naar m’n kicksen van 1985, tis naait aans.",M062_fcgroningen,@fcgroningen
@pierre_k87,Alles beter dan 0-6 is winst,2025-02-08 08:32:00+00:00,1,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/ErikDijkinga/status/1888123611455574460#m,@ErikDijkinga,Nou maar hopen 🙏dat het besef er is voor revanche.,M062_fcgroningen,@fcgroningen
@ErikDijkinga,Revanche,2025-02-08 08:34:00+00:00,0,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/ErikDijkinga/status/1888123611455574460#m,@ErikDijkinga,Nou maar hopen 🙏dat het besef er is voor revanche.,M062_fcgroningen,@fcgroningen
@90minutenlam,Alleen meer toekijken hebben we niks aan. Het team heeft alle support nodig.,2025-02-08 09:52:00+00:00,0,https://nitter.net/fcgroningen/status/1888120579804266605,https://nitter.net/TessaYmand/status/1888161271305969774#m,@TessaYmand,"Nou, wij voetballen niet he…Wij kijken alleen maar toe.",M062_fcgroningen,@fcgroningen
