author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@amalohy1,Is ook de bedoeling!,2025-03-01 23:54:00+00:00,0,https://nitter.net/GAEagles/status/1895935729424888025,https://nitter.net/SixStringSurfer/status/1895969489340236187#m,@SixStringSurfer,"Zeer irritante speler. Gedurende de hele wedstrijd knietjes en natrappen terwijl de bal al weg is. Het zou mogelijk moeten zijn om zo iemand een ""optelsom-kaart"" te geven. Nee, ik kan wel tegen mijn verlies, gefeliciteerd Eagles, terecht gewonnen. Maar deze vent is irritant.",M066_GAEagles,@GAEagles
@hoedy_64,Haha kan je niet tegen je verlies,2025-03-03 00:27:00+00:00,0,https://nitter.net/GAEagles/status/1895935729424888025,https://nitter.net/SixStringSurfer/status/1895969489340236187#m,@SixStringSurfer,"Zeer irritante speler. Gedurende de hele wedstrijd knietjes en natrappen terwijl de bal al weg is. Het zou mogelijk moeten zijn om zo iemand een ""optelsom-kaart"" te geven. Nee, ik kan wel tegen mijn verlies, gefeliciteerd Eagles, terecht gewonnen. Maar deze vent is irritant.",M066_GAEagles,@GAEagles
@Rikkie2510,,2025-03-02 14:52:00+00:00,0,https://nitter.net/GAEagles/status/1895935729424888025,https://nitter.net/SixStringSurfer/status/1895969489340236187#m,@SixStringSurfer,"Zeer irritante speler. Gedurende de hele wedstrijd knietjes en natrappen terwijl de bal al weg is. Het zou mogelijk moeten zijn om zo iemand een ""optelsom-kaart"" te geven. Nee, ik kan wel tegen mijn verlies, gefeliciteerd Eagles, terecht gewonnen. Maar deze vent is irritant.",M066_GAEagles,@GAEagles
@annispannis1910,😂😂😂,2025-03-02 10:21:00+00:00,1,https://nitter.net/GAEagles/status/1895935729424888025,https://nitter.net/antepantebkh/status/1896131172381691997#m,@antepantebkh,Mff? 😳,M066_GAEagles,@GAEagles
@antepantebkh,😳😳,2025-03-02 10:36:00+00:00,0,https://nitter.net/GAEagles/status/1895935729424888025,https://nitter.net/antepantebkh/status/1896131172381691997#m,@antepantebkh,Mff? 😳,M066_GAEagles,@GAEagles
@de_van91308,Ja dat zal...🤣,2025-03-01 20:15:00+00:00,0,https://nitter.net/GAEagles/status/1895922755494707626,https://nitter.net/AjaxMan83/status/1895923423123292333#m,@AjaxMan83,Respect jongens. Genoten van jullie afgelopen week en vanavond 👏💪. Nu ook die bekerfinale gaan winnen. Gun het jullie van harte.,M066_GAEagles,@GAEagles
@MaartEngelsman,Utrecht uit ook hoor. Na dat heerlijke hakballetje van Edvardsen...,2025-03-01 23:34:00+00:00,0,https://nitter.net/GAEagles/status/1895922755494707626,https://nitter.net/GNijverdal/status/1895950591287017546#m,@GNijverdal,"Antman, de man van de voorzet.. die gaat nu ook al doelpunten maken 😉❤️💛",M066_GAEagles,@GAEagles
@NiekosL,🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-03-01 21:14:00+00:00,0,https://nitter.net/GAEagles/status/1895913994902520169,https://nitter.net/r69548jpfc/status/1895915048872395046#m,@r69548jpfc,"Wat een kut club dat GAE, en die irritante schoppert van een Edvardsen moeten ze gelijk beide benen breken, vieze pisvlek 😡😡😡",M066_GAEagles,@GAEagles
@bramkowet,Ik verwacht Deijl en Adelgaard op rechtsback,2025-03-01 16:39:00+00:00,0,https://nitter.net/GAEagles/status/1895874182304485728,https://nitter.net/Harrieh379715/status/1895875479602938366#m,@Harrieh379715,Lansana centraal achterin dus,M066_GAEagles,@GAEagles
@_Tommy0570,🤣🤣🤣🤣,2025-03-01 17:36:00+00:00,0,https://nitter.net/GAEagles/status/1895874182304485728,https://nitter.net/Harrieh379715/status/1895875479602938366#m,@Harrieh379715,Lansana centraal achterin dus,M066_GAEagles,@GAEagles
@OpaToivonen,Hou eens op,2025-03-01 12:37:00+00:00,1,https://nitter.net/GAEagles/status/1895745835209568697,https://nitter.net/j_sperd__rcks/status/1895805759738560936#m,@j_sperd__rcks,jullie kunnen t,M066_GAEagles,@GAEagles
@j_sperd__rcks,vind gae gwn een sympathieke club,2025-03-01 12:38:00+00:00,1,https://nitter.net/GAEagles/status/1895745835209568697,https://nitter.net/j_sperd__rcks/status/1895805759738560936#m,@j_sperd__rcks,jullie kunnen t,M066_GAEagles,@GAEagles
@ynsjuna,kanker op,2025-03-01 13:28:00+00:00,1,https://nitter.net/GAEagles/status/1895745835209568697,https://nitter.net/j_sperd__rcks/status/1895805759738560936#m,@j_sperd__rcks,jullie kunnen t,M066_GAEagles,@GAEagles
