author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@jdvdwd,Uuuuuuu,2024-08-24 21:02:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/rudolf_schrijft/status/1827450930280779997#m,@rudolf_schrijft,Ongelofelijk en onverdiend,M005_fcutrecht,@fcutrecht
@NGL891,"Misschien wel, maar wel 3 punten",2024-08-24 21:04:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/rudolf_schrijft/status/1827450930280779997#m,@rudolf_schrijft,Ongelofelijk en onverdiend,M005_fcutrecht,@fcutrecht
@kierancphoto,,2024-08-24 21:06:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/rudolf_schrijft/status/1827450930280779997#m,@rudolf_schrijft,Ongelofelijk en onverdiend,M005_fcutrecht,@fcutrecht
@StopGeweld_Nu,"Boeie, de 3 punten gaan mee naar Utrecht ❤️🤍",2024-08-24 21:32:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/rudolf_schrijft/status/1827450930280779997#m,@rudolf_schrijft,Ongelofelijk en onverdiend,M005_fcutrecht,@fcutrecht
@kierancphoto,,2024-08-24 21:05:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/HEYHEYhupNAC/status/1827451910275653893#m,@HEYHEYhupNAC,"Wees er trots op, zielig clupje.

Bosje bloemen naar Zeist?",M005_fcutrecht,@fcutrecht
@Ferry10000,Door jouw antwoord vind ik het nu wel heerlijk dat de 3 punten binnen zijn 🤣🤣🤣,2024-08-24 21:25:00+00:00,1,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/HEYHEYhupNAC/status/1827451910275653893#m,@HEYHEYhupNAC,"Wees er trots op, zielig clupje.

Bosje bloemen naar Zeist?",M005_fcutrecht,@fcutrecht
@JanWillemd70205,,2024-08-24 21:29:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/HEYHEYhupNAC/status/1827451910275653893#m,@HEYHEYhupNAC,"Wees er trots op, zielig clupje.

Bosje bloemen naar Zeist?",M005_fcutrecht,@fcutrecht
@Zaianb55,But Iqbal was the highest rated in the minutes he shared.,2024-08-24 21:59:00+00:00,1,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/StopGeweld_Nu/status/1827459853415281004#m,@StopGeweld_Nu,Volgende keer David Min en Zidane Iqbal er uit laten. Noah Ohio is veel meer doelgericht dan David Min en Iqbal heeft kinderlijk balverlies. Lekker bezig Noah 💪,M005_fcutrecht,@fcutrecht
@StopGeweld_Nu,Iqbal is crap,2024-08-24 22:00:00+00:00,2,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/StopGeweld_Nu/status/1827459853415281004#m,@StopGeweld_Nu,Volgende keer David Min en Zidane Iqbal er uit laten. Noah Ohio is veel meer doelgericht dan David Min en Iqbal heeft kinderlijk balverlies. Lekker bezig Noah 💪,M005_fcutrecht,@fcutrecht
@A_alasade1996,نوح يلعب مو وسط ارتكاز وثانيا هذه مركز يحتاج الى لاعب عنده خفه بالحركه وعنده مهاره لكي يخرج من الضغط 😉,2024-08-25 22:13:00+00:00,0,https://nitter.net/fcutrecht/status/1827450696758632658,https://nitter.net/StopGeweld_Nu/status/1827459853415281004#m,@StopGeweld_Nu,Volgende keer David Min en Zidane Iqbal er uit laten. Noah Ohio is veel meer doelgericht dan David Min en Iqbal heeft kinderlijk balverlies. Lekker bezig Noah 💪,M005_fcutrecht,@fcutrecht
