author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@Spy_Heiloo,1 redding moeten verrichten. Twente kon geen fatsoenlijke aanval bij elkaar voetballen vanavond.,2024-12-21 22:30:00+00:00,0,https://nitter.net/AZAlkmaar/status/1870595138030080490,https://nitter.net/FollowerofEnjin/status/1870596010881544621#m,@FollowerofEnjin,Samen met Clasie de beste vandaag!,M045_AZAlkmaar,@AZAlkmaar
@Stein49437285,Someone placed the wrong bet,2024-12-22 14:04:00+00:00,0,https://nitter.net/AZAlkmaar/status/1870595138030080490,https://nitter.net/druglordme/status/1870700924391587933#m,@druglordme,Shitty players shitty awards shitty football,M045_AZAlkmaar,@AZAlkmaar
@RobAyrtonSenna,"Go .... yourself, drug lord🤣

The Tony Montana of X🤡

Is the shipment arrived in Rotterdam, asking for a friend",2024-12-22 05:50:00+00:00,0,https://nitter.net/AZAlkmaar/status/1870581195937120362,https://nitter.net/druglordme/status/1870700766119227659#m,@druglordme,🖕 I rather watch the epl people watching shitty football 🤣,M045_AZAlkmaar,@AZAlkmaar
@BuurmanvanEva,"Heb nog steeds weinig vertrouwen in Martens. 

Of ben ik gek ?",2024-12-21 21:31:00+00:00,1,https://nitter.net/AZAlkmaar/status/1870573666033156433,https://nitter.net/xo253123/status/1870581367794491779#m,@xo253123,"Vertrouwen is Martens is weer helemaal terug. Erg knappe overwinning! We doen weer helemaal mee. We scoren nog steeds erg moeilijk, dus hopelijk word hieraan iets gedaan?",M045_AZAlkmaar,@AZAlkmaar
@xo253123,Het staat wel weer een stuk beter. Maar ik denk dat het bijvoorbeeld veel scheelt als Sadiq heb ipv Poku en als Mijnans wel kansen afmaakt. Zou AZ wat gaan verkopen/kopen?,2024-12-21 21:33:00+00:00,2,https://nitter.net/AZAlkmaar/status/1870573666033156433,https://nitter.net/xo253123/status/1870581367794491779#m,@xo253123,"Vertrouwen is Martens is weer helemaal terug. Erg knappe overwinning! We doen weer helemaal mee. We scoren nog steeds erg moeilijk, dus hopelijk word hieraan iets gedaan?",M045_AZAlkmaar,@AZAlkmaar
@JFMTheThird,Ah someone's losing money! I love a nice sore loser!,2024-12-21 20:51:00+00:00,0,https://nitter.net/AZAlkmaar/status/1870572075183902841,https://nitter.net/VicMaestro7/status/1870572351319838916#m,@VicMaestro7,"You guys play like shit
Useless team",M045_AZAlkmaar,@AZAlkmaar
@L_S_P,Dat die nog zo speelt- wat een timing en inzicht 👌,2024-12-21 20:52:00+00:00,1,https://nitter.net/AZAlkmaar/status/1870571596055761382,https://nitter.net/rodejo21/status/1870572292763443418#m,@rodejo21,"Is zijn contract eigenlijk al verlengd? Zo niet, maar eens heel snel doen.",M045_AZAlkmaar,@AZAlkmaar
@rodejo21,Echt nog steeds een geweldenaar.,2024-12-21 20:53:00+00:00,0,https://nitter.net/AZAlkmaar/status/1870571596055761382,https://nitter.net/rodejo21/status/1870572292763443418#m,@rodejo21,"Is zijn contract eigenlijk al verlengd? Zo niet, maar eens heel snel doen.",M045_AZAlkmaar,@AZAlkmaar
@BuurmanvanEva,Tja daar noem je ook een keeper 😭,2024-12-21 08:01:00+00:00,1,https://nitter.net/AZAlkmaar/status/1870363580018688014,https://nitter.net/xo253123/status/1870371039697682919#m,@xo253123,"Vorig jaar nog met Dani, Bazoer en Ryan in de basis. Goede hoop vandaag! Ryan liet in deze wedstrijd snel een bal los. Hopelijk staan we vandaag niet meteen achter....",M045_AZAlkmaar,@AZAlkmaar
@xo253123,"Zo blij dat ie weg is...Bazoer was nog redelijk steady vond ik, met een paar uitzonderingen. Mijnans vind ik voetballend beter dan Dani, ook al loopt het soms niet bij hem. Wat denk jij van vandaag?",2024-12-21 08:15:00+00:00,1,https://nitter.net/AZAlkmaar/status/1870363580018688014,https://nitter.net/xo253123/status/1870371039697682919#m,@xo253123,"Vorig jaar nog met Dani, Bazoer en Ryan in de basis. Goede hoop vandaag! Ryan liet in deze wedstrijd snel een bal los. Hopelijk staan we vandaag niet meteen achter....",M045_AZAlkmaar,@AZAlkmaar
