author,reply,timestamp,comments,tweet_url,parent_reply_url,in_reply_to_author,parent_reply_text,match_id,team_handle
@WWCTM98,"Maakt echt stappen die vent, mooi om te zien",2024-10-27 16:58:00+00:00,0,https://nitter.net/fctwente/status/1850578168471843239,https://nitter.net/maestorovic/status/1850579956448817157#m,@maestorovic,Lekker potje weer ASE 👀,M028_fctwente,@fctwente
@wiln0t,2-0,2024-10-27 14:22:00+00:00,1,https://nitter.net/fctwente/status/1850541158973251739,https://nitter.net/iluvminyoongie/status/1850543626985808287#m,@iluvminyoongie,infokan sudah berapa kosong min,M028_fctwente,@fctwente
@nfarecha,3-0,2024-10-27 14:55:00+00:00,0,https://nitter.net/fctwente/status/1850541158973251739,https://nitter.net/iluvminyoongie/status/1850543626985808287#m,@iluvminyoongie,infokan sudah berapa kosong min,M028_fctwente,@fctwente
@SpookyXtian,Lagi lari keliling lapangan :D,2024-10-27 13:21:00+00:00,0,https://nitter.net/fctwente/status/1850527041872875937,https://nitter.net/Demianfct/status/1850527751687528502#m,@Demianfct,"Admin, where’s Mees??",M028_fctwente,@fctwente
@alwaysatukker,Jup daarom jammer. Die Lammers schopt geen deuk in een pakje boter.,2024-10-27 14:08:00+00:00,2,https://nitter.net/fctwente/status/1850512883244834949,https://nitter.net/alwaysatukker/status/1850513441158545434#m,@alwaysatukker,"Jammer, had Ricky graag weer in de spits gezien. Lammers valt me zwaar tegen",M028_fctwente,@fctwente
@alwaysatukker,Eens. 1 goede bal in 46 min is ook top natuurlijk,2024-10-27 14:21:00+00:00,0,https://nitter.net/fctwente/status/1850512883244834949,https://nitter.net/alwaysatukker/status/1850513441158545434#m,@alwaysatukker,"Jammer, had Ricky graag weer in de spits gezien. Lammers valt me zwaar tegen",M028_fctwente,@fctwente
@Cinnepin1987,Ziek..,2024-10-27 13:24:00+00:00,0,https://nitter.net/fctwente/status/1850512883244834949,https://nitter.net/alwaysatukker/status/1850513441158545434#m,@alwaysatukker,"Jammer, had Ricky graag weer in de spits gezien. Lammers valt me zwaar tegen",M028_fctwente,@fctwente
@peter_boswerger,Mag hopen dat hij zijn kans pakt ben nog niet zo gecharmeerd van hem.,2024-10-27 13:18:00+00:00,0,https://nitter.net/fctwente/status/1850512883244834949,https://nitter.net/Jowiezel/status/1850514401771573573#m,@Jowiezel,Eindelijks Ltaief vanaf de start 💪🏼,M028_fctwente,@fctwente
